CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-1551 - MEDIUM -  openssl: Integer overflow in RSAZ modular exponentiation on x86_64
CVE-2021-23841 - MEDIUM -  openssl: NULL pointer dereference in X509_issuer_and_serial_hash()
CVE-2021-3449 - MEDIUM -  openssl: NULL pointer dereference in signature_algorithms processing
CVE-2020-29362 - MEDIUM -  p11-kit: out-of-bounds read in p11_rpc_buffer_get_byte_array function in rpc-message.c
CVE-2020-14155 - MEDIUM -  pcre: Integer overflow when parsing callout numeric arguments
CVE-2019-16168 - MEDIUM -  sqlite: Division by zero in whereLoopAddBtreeIndex in sqlite3.c
CVE-2020-13632 - MEDIUM -  sqlite: NULL pointer dereference in ext/fts3/fts3_snippet.c via a crafted matchinfo() query
CVE-2020-13435 - MEDIUM -  sqlite: NULL pointer dereference in sqlite3ExprCodeTarget()
CVE-2020-13631 - MEDIUM -  sqlite: Virtual table can be renamed into the name of one of its shadow tables
CVE-2021-45346 - MEDIUM -  sqlite: crafted SQL query allows a malicious user to obtain sensitive information
CVE-2020-15358 - MEDIUM -  sqlite: heap-based buffer overflow in multiSelectOrderBy due to mishandling of query-flattener optimization in select.c
CVE-2019-19924 - MEDIUM -  sqlite: incorrect sqlite3WindowRewrite() error handling leads to mishandling certain parser-tree rewriting
CVE-2019-19645 - MEDIUM -  sqlite: infinite recursion via certain types of self-referential views in conjunction with ALTER TABLE statements
CVE-2020-13434 - MEDIUM -  sqlite: integer overflow in sqlite3_str_vappendf function in printf.c
CVE-2021-3997 - MEDIUM -  systemd: Uncontrolled recursion in systemd-tmpfiles when removing files
CVE-2021-33910 - MEDIUM -  systemd: uncontrolled allocation on the stack in function unit_name_path_escape leads to crash
CVE-2022-0909 - MEDIUM -  tiff: Divide By Zero error in tiffcrop
CVE-2022-1210 - MEDIUM -  tiff: Malicious file leads to a denial of service in TIFF File Handler
CVE-2022-0907 - MEDIUM -  tiff: NULL Pointer Dereference in tiffcrop
CVE-2022-0908 - MEDIUM -  tiff: Null source pointer passed as an argument to memcpy in TIFFFetchNormalTag() in tif_dirread.c
CVE-2021-24032 - MEDIUM -  zstd: Race condition allows attacker to access world-readable destination file
CVE-2021-24031 - MEDIUM -  zstd: adds read permissions to files while being compressed or uncompressed
DSA-5085-2 - UNKNOWN -  expat - regression update
